,time,kappa,x,y
0,1.0,0.756,-0.0,44.668503
1,3.0,0.755,1.2428817e-05,44.709305
2,5.0,0.748,9.943128e-05,44.99806
3,7.0,0.742,0.00017400568,45.250008
4,9.0,0.736,0.0002485793,45.5062
5,11.0,0.725,0.00038529778,45.987328
6,13.0,0.717,0.00048472983,46.346977
7,15.0,0.712,0.00054687465,46.57611
8,17.0,0.706,0.00062144897,46.855648
9,19.0,0.703,0.0006587355,46.997337
10,21.0,0.702,0.00067116425,47.04485
11,23.0,0.697,0.00073330913,47.284664
12,25.0,0.69,0.00082031236,47.626755
13,27.0,0.69,0.00082031236,47.626755
14,29.0,0.683,0.00090731477,47.976555
15,31.0,0.676,0.0009943179,48.33438
16,33.0,0.672,0.001044034,48.542603
17,35.0,0.667,0.0011061789,48.80683
18,37.0,0.663,0.0011558948,49.021465
19,39.0,0.66,0.0011931814,49.18439
20,41.0,0.655,0.0012553269,49.459747
21,43.0,0.652,0.0012926132,49.627296
22,45.0,0.649,0.0013299005,49.79665
23,47.0,0.645,0.0013796164,50.025314
24,49.0,0.64,0.0014417614,50.315876
25,51.0,0.636,0.0014914774,50.552223
26,53.0,0.633,0.0015287638,50.731823
27,55.0,0.63,0.001566051,50.91348
28,57.0,0.626,0.001615767,51.15896
29,59.0,0.623,0.0016530534,51.345577
30,61.0,0.62,0.0016903407,51.534412
31,63.0,0.618,0.001715199,51.661556
32,65.0,0.608,0.0018394887,52.31287
33,67.0,0.611,0.0018022015,52.114677
34,69.0,0.609,0.0018270592,52.24653
35,71.0,0.608,0.0018394887,52.31287
36,73.0,0.605,0.0018767752,52.513535
37,75.0,0.6,0.00193892,52.85365
38,77.0,0.6,0.00193892,52.85365
39,79.0,0.595,0.0020010648,53.20111
40,81.0,0.594,0.0020134945,53.271515
41,83.0,0.59,0.0020632104,53.55623
42,85.0,0.588,0.002088068,53.70048
43,87.0,0.585,0.0021253552,53.91931
44,89.0,0.582,0.0021626416,54.141136
45,91.0,0.58,0.0021875,54.290726
46,93.0,0.577,0.0022247864,54.517727
47,95.0,0.576,0.002237216,54.59411
48,97.0,0.572,0.0022869313,54.90325
49,99.0,0.569,0.0023242184,55.139027
50,101.0,0.567,0.0023490768,55.298134
51,103.0,0.565,0.0023739345,55.4588
52,105.0,0.563,0.0023987922,55.621063
53,107.0,0.56,0.0024360793,55.867523
54,109.0,0.558,0.002460937,56.033916
55,111.0,0.556,0.0024857954,56.202023
56,113.0,0.553,0.0025230825,56.457455
57,115.0,0.549,0.0025727977,56.804333
58,117.0,0.549,0.0025727977,56.804333
59,119.0,0.549,0.0025727977,56.804333
60,121.0,0.54,0.0026846586,57.612648
61,123.0,0.542,0.002659801,57.42956
62,125.0,0.54,0.0026846586,57.612648
