,time,kappa,x,y
0,1.0,0.966,-0.0,44.668503
1,3.0,0.926,0.00036728947,45.92308
2,5.0,0.904,0.0005692987,46.659634
3,7.0,0.892,0.00067948515,47.076748
4,9.0,0.889,0.00070703204,47.182808
5,11.0,0.879,0.0007988543,47.54168
6,13.0,0.865,0.00092740555,48.058456
7,15.0,0.852,0.0010467746,48.554157
8,17.0,0.843,0.0011294148,48.90678
9,19.0,0.84,0.0011569615,49.026108
10,21.0,0.837,0.001184508,49.146343
11,23.0,0.828,0.0012671481,49.512676
12,25.0,0.815,0.0013865172,50.05732
13,27.0,0.805,0.0014783395,50.489426
14,29.0,0.799,0.0015334326,50.754456
15,31.0,0.794,0.0015793437,50.978745
16,33.0,0.787,0.0016436196,51.298153
17,35.0,0.776,0.001744624,51.813374
18,37.0,0.768,0.0018180821,52.198788
19,39.0,0.76,0.0018915401,52.593693
20,41.0,0.757,0.0019190863,52.744316
21,43.0,0.752,0.001964998,52.998543
22,45.0,0.745,0.0020292734,53.361336
23,47.0,0.742,0.0020568203,53.51935
24,49.0,0.736,0.0021119134,53.840084
25,51.0,0.729,0.0021761893,54.222492
26,53.0,0.722,0.0022404648,54.614132
27,55.0,0.717,0.002286376,54.899765
28,57.0,0.712,0.002332287,55.190502
29,59.0,0.709,0.0023598338,55.367466
30,61.0,0.702,0.002424109,55.787994
31,63.0,0.698,0.002460838,56.033253
32,65.0,0.689,0.0025434783,56.598873
33,67.0,0.684,0.0025893894,56.921745
34,69.0,0.678,0.0026444832,57.31775
35,71.0,0.668,0.0027363054,57.999664
36,73.0,0.665,0.0027638518,58.20985
37,75.0,0.662,0.0027913987,58.42275
38,77.0,0.658,0.0028281277,58.710938
39,79.0,0.653,0.0028740386,59.07837
40,81.0,0.647,0.002929132,59.530293
41,83.0,0.641,0.0029842257,59.994854
42,85.0,0.633,0.0030576831,60.635117
43,87.0,0.635,0.003039319,60.472736
44,89.0,0.632,0.0030668653,60.716908
45,91.0,0.624,0.0031403233,61.386044
46,93.0,0.621,0.0031678702,61.644028
47,95.0,0.619,0.0031862343,61.81825
