n,time
0.10256410256410256,10.185786247253418
0.14102564102564102,7.854828834533691
0.1794871794871795,5.730731725692749
0.21794871794871795,5.907499313354492
0.2564102564102564,4.082293510437012
0.2948717948717949,4.601855754852295
0.3333333333333333,3.116553544998169
0.3717948717948718,3.5445668697357178
0.41025641025641024,2.454843282699585
0.44871794871794873,3.281520366668701
0.48717948717948717,2.7668259143829346
0.5256410256410257,1.9764246940612793
0.5641025641025641,2.49076247215271
0.6025641025641025,2.415215015411377
0.6410256410256411,2.1853997707366943
0.6794871794871795,1.407618761062622
0.717948717948718,1.8462350368499756
0.7564102564102564,2.651791572570801
0.7948717948717948,1.3557615280151367
0.8333333333333334,1.9344773292541504
0.8717948717948718,2.6420044898986816
0.9102564102564102,2.2229223251342773
0.9487179487179487,1.1212530136108398
0.9871794871794872,1.5425240993499756
