n,time
0.015122873345935728,96.23842883110046
0.020793950850661626,73.89343810081482
0.026465028355387523,59.17936587333679
0.03213610586011342,47.80048894882202
0.03780718336483932,44.118470668792725
0.043478260869565216,30.29201626777649
0.04914933837429111,30.754204511642456
0.054820415879017016,31.478288650512695
0.06049149338374291,24.5444495677948
0.0661625708884688,27.76709246635437
0.07183364839319471,20.16136884689331
0.07750472589792061,22.42196750640869
0.0831758034026465,23.98828935623169
0.0888468809073724,20.398646354675293
0.0945179584120983,18.98108458518982
0.1001890359168242,16.35252332687378
0.10586011342155009,16.154069423675537
0.11153119092627599,16.86075711250305
0.11720226843100189,15.452867031097412
0.12287334593572778,12.953676223754883
0.1285444234404537,14.692434787750244
0.1342155009451796,13.267756462097168
0.13988657844990549,13.978893280029297
0.14555765595463138,11.835527181625366
0.15122873345935728,10.470228910446167
0.15689981096408318,7.549165487289429
0.16257088846880907,12.600034475326538
0.16824196597353497,12.504798173904419
0.17391304347826086,8.63790774345398
0.17958412098298676,9.540162324905396
0.18525519848771266,9.272881507873535
0.19092627599243855,12.19844913482666
0.19659735349716445,10.129564046859741
0.20226843100189035,6.808752059936523
0.20793950850661624,10.80202054977417
0.21361058601134217,7.991816282272339
0.21928166351606806,6.972266435623169
0.22495274102079396,9.761919260025024
0.23062381852551986,9.644587516784668
0.23629489603024575,8.005182027816772
0.24196597353497165,10.479287385940552
0.24763705103969755,10.203161239624023
0.2533081285444234,8.027624130249023
0.2589792060491493,6.091801166534424
0.2646502835538752,6.605281352996826
0.27032136105860116,8.07109785079956
0.27599243856332706,8.592992544174194
0.28166351606805295,8.202629327774048
0.28733459357277885,6.253392934799194
0.29300567107750475,8.503997325897217
0.29867674858223064,5.1400370597839355
0.30434782608695654,8.252898693084717
0.31001890359168244,9.034409284591675
0.31568998109640833,7.713263988494873
0.32136105860113423,7.811110734939575
0.3270321361058601,8.644524812698364
0.332703213610586,8.762282371520996
0.3383742911153119,6.586847305297852
0.3440453686200378,4.49393892288208
0.3497164461247637,4.642441034317017
0.3553875236294896,4.703367471694946
0.3610586011342155,1.1249513626098633
0.3667296786389414,5.6488776206970215
0.3724007561436673,5.140134811401367
0.3780718336483932,6.522465944290161
0.3837429111531191,6.9646031856536865
0.389413988657845,4.315743684768677
0.3950850661625709,7.3293092250823975
0.4007561436672968,6.96662974357605
0.4064272211720227,4.684525728225708
0.4120982986767486,6.590597152709961
0.41776937618147447,5.980960369110107
0.42344045368620037,7.214237451553345
0.42911153119092627,3.177807331085205
0.43478260869565216,6.6371965408325195
0.44045368620037806,4.609079360961914
0.44612476370510395,6.5051844120025635
0.45179584120982985,7.085566759109497
0.45746691871455575,3.5292012691497803
0.46313799621928164,5.418741226196289
0.46880907372400754,4.194845199584961
0.47448015122873344,5.3066630363464355
0.48015122873345933,6.172133445739746
0.48582230623818523,6.958840847015381
