n,time
0.09090909090909091,23.058571100234985
0.125,16.503422498703003
0.1590909090909091,17.114051580429077
0.19318181818181818,12.48236608505249
0.22727272727272727,12.414344072341919
0.26136363636363635,12.629473686218262
0.29545454545454547,10.175309658050537
0.32954545454545453,7.214986801147461
0.36363636363636365,11.211077213287354
0.3977272727272727,8.136930704116821
0.4318181818181818,11.046030282974243
0.4659090909090909,11.624162197113037
0.5,8.747446775436401
0.5340909090909091,10.240567684173584
0.5681818181818182,5.574245452880859
0.6022727272727273,9.05032229423523
0.6363636363636364,8.755181789398193
0.6704545454545454,10.139533996582031
0.7045454545454546,6.483765363693237
0.7386363636363636,9.111841678619385
0.7727272727272727,6.461360931396484
0.8068181818181818,8.89473271369934
0.8409090909090909,10.612429857254028
0.875,10.231837749481201
0.9090909090909091,8.346007823944092
0.9431818181818182,10.490702629089355
0.9772727272727273,9.207088947296143
